1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_No,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Av,BsmtExposure_None,BsmtFinType1_GLQ,BsmtFinType1_ALQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType1_BLQ,BsmtFinType1_None,BsmtFinType1_LwQ,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa
1200,0.0,1.0,661,203,0.0,884,1977.0,1200,9230,71.0,166.0,64,8,5,864,0.0,1965,1998,146000,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
936,0.0,2.0,248,448,0.0,308,1956.0,936,5868,74.0,0.0,0,7,5,936,0.0,1956,2000,129000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1314,0.0,3.0,24,1290,0.0,440,2006.0,1314,9317,78.0,0.0,22,5,6,1314,0.0,2006,2006,176432,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1088,0.0,2.0,0,1074,0.0,461,1987.0,1088,3696,70.6832298136646,0.0,74,5,8,1074,0.0,1986,1986,170000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
757,567.0,3.0,672,0,0.0,240,1936.0,1324,6000,50.0,0.0,0,6,4,672,0.0,1936,1950,128000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1601,354.7066974595843,3.0,704,567,0.0,478,1978.0,1601,11880,82.0,206.0,0,5,7,1271,0.0,1978,1978,157000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
438,0.0,1.0,290,0,0.0,246,1930.0,438,8400,60.0,0.0,0,5,2,290,0.0,1920,1950,60000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
950,0.0,2.866718628215121,412,251,0.0,280,1981.0,950,9758,61.0,0.0,0,5,5,950,0.0,1971,1971,119500,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1134,0.0,2.0,588,422,0.0,254,1960.0,1134,7000,70.0,45.0,16,7,5,1010,0.0,1960,2002,135000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1194,0.0,3.0,655,0,0.0,539,1954.0,1194,8910,79.0,0.0,0,6,6,655,0.0,1959,1959,159500,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
630,672.0,3.0,0,630,0.0,440,1970.0,1302,2016,24.0,304.0,0,5,5,630,0.0,1970,1970,106000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1500,354.7066974595843,3.0,1032,431,0.0,712,1994.0,2622,12256,98.0,362.0,32,5,8,1463,0.0,1994,1995,325000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1442,0.0,3.0,738,172,0.0,719,1990.0,1442,10357,114.0,0.0,244,5,7,910,0.0,1990,1991,179900,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
887,1134.0,3.0,0,868,0.0,422,2006.0,2021,23257,168.0,0.0,100,5,7,868,0.0,2006,2006,274725,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
948,742.0,3.0,0,924,0.0,463,2000.0,1690,8063,70.6832298136646,0.0,48,5,6,924,0.0,2000,2000,181000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1836,0.0,3.0,1039,797,0.0,862,2004.0,1836,11362,107.0,42.0,185,5,8,1836,0.0,2004,2005,280000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
773,885.0,3.0,219,554,0.0,431,1995.0,1658,8000,70.6832298136646,0.0,84,5,6,773,0.0,1995,1996,188000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1098,866.0,4.0,403,400,0.0,483,1976.0,1964,10480,80.0,660.0,69,6,7,803,0.0,1976,1976,205000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
816,0.0,2.0,708,108,0.0,308,1957.0,816,7100,73.0,0.0,0,7,5,816,0.0,1957,1957,129900,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1008,0.0,2.0,643,365,0.0,240,1953.0,1008,8923,66.0,0.0,18,7,5,1008,0.0,1953,2006,134500,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
833,0.0,2.0,415,418,0.0,326,1955.0,833,5400,90.0,0.0,0,7,5,833,0.0,1954,2000,117000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1734,0.0,3.0,1004,730,0.0,928,2007.0,1734,12085,93.0,328.0,0,5,8,1734,0.0,2007,2007,318000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
779,640.0,3.0,353,55,0.0,527,2002.0,1419,7750,70.6832298136646,0.0,0,5,8,408,0.0,2002,2002,184100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
894,0.0,3.0,702,192,0.0,450,1967.0,894,9764,57.0,0.0,0,7,5,894,0.0,1967,2003,130000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1021,580.0,2.866718628215121,0,533,0.0,300,1958.0,1601,13825,85.0,0.0,34,6,5,533,0.0,1958,1987,140000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1040,0.0,2.866718628215121,369,671,0.0,286,1959.0,1040,7560,70.0,0.0,0,5,5,1040,0.0,1959,1959,133700,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1012,0.0,2.0,0,1012,0.0,308,1920.0,1012,8263,59.0,0.0,22,5,6,1012,0.0,1920,1950,118400,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1552,0.0,3.0,24,1528,0.0,782,2005.0,1552,10084,84.0,196.0,20,5,7,1552,0.0,2005,2006,212900,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
960,0.0,3.0,0,672,0.0,288,1956.0,960,8926,70.6832298136646,0.0,0,3,4,672,0.0,1956,1956,112000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
812,670.0,3.0,0,384,0.0,392,1992.0,1482,9125,70.6832298136646,170.0,25,5,7,384,0.0,1992,1992,163900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1005,0.0,2.0,0,1005,0.0,672,1977.0,1005,10434,60.0,0.0,0,5,4,1005,0.0,1955,1955,115000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1555,0.0,2.0,0,1373,0.0,660,2007.0,1555,3684,53.0,130.0,20,5,7,1373,0.0,2007,2007,174000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1530,0.0,3.0,1300,230,0.0,630,2004.0,1530,14572,182.0,0.0,36,5,7,1530,144.0,2004,2004,259000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
847,1112.0,4.0,0,847,0.0,434,2004.0,1959,11796,59.0,0.0,48,5,7,847,0.0,2004,2005,215000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
936,0.0,2.0,936,0,0.0,672,1980.0,936,7200,60.0,180.0,0,5,5,936,0.0,1980,1980,140000,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1328,653.0,4.0,622,500,0.0,576,1981.0,1981,7804,65.0,0.0,44,3,4,1122,431.0,1928,1950,135000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1178,1032.0,5.0,0,1008,0.0,205,1930.0,2210,9900,90.0,0.0,48,4,6,1008,0.0,1880,1950,117500,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1142,878.0,3.0,584,544,0.0,466,1995.0,2020,9828,80.0,0.0,155,5,8,1128,0.0,1995,1995,239500,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
916,684.0,3.0,0,916,0.0,460,1997.0,1600,8773,57.0,0.0,38,5,6,916,0.0,1997,1997,169000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
986,0.0,2.0,0,960,0.0,180,1926.0,986,6180,60.0,0.0,128,5,6,960,0.0,1926,1950,102000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1032,220.0,3.0,280,752,0.0,288,1950.0,1252,9600,80.0,0.0,0,5,6,1032,0.0,1950,1950,119000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1567,0.0,2.0,1567,0,0.0,714,1977.0,1567,9819,70.6832298136646,0.0,32,5,6,1567,0.0,1977,1977,196000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1167,0.0,3.0,645,270,0.0,495,1972.0,1167,8731,98.0,0.0,0,5,5,915,0.0,1920,1950,144000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
952,0.0,2.0,852,100,0.0,840,1988.0,952,7350,60.0,0.0,0,7,5,952,0.0,1951,1951,139000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1088,780.0,4.0,381,399,0.0,484,1976.0,1868,10304,70.6832298136646,44.0,96,7,5,780,0.0,1976,1976,197500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1466,1362.0,4.0,1150,316,0.0,1052,2006.0,2828,9965,77.0,340.0,144,5,8,1466,0.0,2006,2007,424870,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
672,252.0,2.0,348,324,0.0,280,1941.0,924,12180,60.0,0.0,0,4,4,672,0.0,1941,1950,80000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1042,534.0,3.0,0,1042,0.0,225,1928.0,1576,6240,52.0,0.0,0,6,5,1042,0.0,1928,1950,149000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1298,354.7066974595843,3.0,1258,40,0.0,403,1985.0,1298,11200,70.6832298136646,85.0,26,5,6,1298,0.0,1985,1985,180000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
860,704.0,3.0,275,429,0.0,234,1941.0,1564,12000,75.0,0.0,0,7,7,704,0.0,1941,1950,174500,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
572,539.0,2.0,0,572,0.0,288,1982.0,1111,5700,70.6832298136646,0.0,0,7,7,572,0.0,1926,1950,116900,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
832,650.0,3.0,624,26,0.0,324,1930.0,1482,9000,50.0,0.0,0,9,7,650,0.0,1920,1988,143000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
932,0.0,2.0,0,932,0.0,306,1950.0,932,8280,57.0,0.0,0,5,6,932,0.0,1950,1950,124000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1466,0.0,3.0,176,1290,0.0,528,1959.0,1466,17755,134.0,132.0,140,4,5,1466,0.0,1959,1959,149900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1811,354.7066974595843,2.0,296,230,0.0,470,1956.0,1811,14115,90.0,0.0,0,7,6,1073,0.0,1956,2004,230000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
816,0.0,2.0,538,278,0.0,432,2002.0,816,5890,70.6832298136646,0.0,0,8,6,816,0.0,1930,2007,120500,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
902,918.0,4.0,454,410,0.0,492,1965.0,1820,13700,70.6832298136646,288.0,84,6,7,864,0.0,1965,1988,201800,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1437,0.0,3.0,1157,280,0.0,528,1976.0,1437,10768,90.0,0.0,21,8,5,1437,0.0,1976,2004,218000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1265,0.0,3.0,633,586,0.0,502,1965.0,1265,9350,85.0,0.0,92,8,5,1219,0.0,1965,1999,179900,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1314,0.0,2.0,904,410,0.0,626,2008.0,1314,5001,34.0,166.0,62,5,7,1314,0.0,2007,2008,230000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1580,0.0,3.0,0,1580,0.0,830,2008.0,1580,11932,92.0,186.0,24,5,8,1580,0.0,2007,2008,235128,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
943,933.0,4.0,442,459,0.0,540,1974.0,1876,9120,76.0,270.0,69,6,6,901,0.0,1974,1974,185000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
855,601.0,3.0,311,544,0.0,440,1978.0,1456,2280,24.0,0.0,0,5,6,855,0.0,1978,1978,146000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1640,0.0,3.0,728,568,0.0,924,1993.0,1640,14778,70.6832298136646,72.0,0,7,6,1296,0.0,1954,2006,224000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
894,0.0,3.0,492,402,0.0,450,1968.0,894,8724,109.0,0.0,0,5,5,894,0.0,1968,1968,129000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1258,0.0,0.0,1198,0,0.0,400,1969.0,1258,12900,60.0,0.0,0,4,4,1198,0.0,1969,1969,108959,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1432,0.0,2.0,680,289,0.0,588,1978.0,1432,16157,70.6832298136646,0.0,180,7,5,1360,0.0,1978,1978,194000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1502,0.0,3.0,0,1502,0.0,644,2009.0,1502,9541,79.0,268.0,114,5,7,1502,0.0,2009,2009,233170,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1694,0.0,2.866718628215121,0,1694,0.0,776,2008.0,1694,10475,64.0,72.0,33,5,8,1694,160.0,2008,2008,245350,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
959,712.0,3.0,786,173,0.0,472,2000.0,1671,10852,58.0,0.0,38,5,6,959,0.0,2000,2000,173000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1236,872.0,4.0,626,501,0.0,540,1935.0,2108,13728,120.0,0.0,0,7,6,1127,0.0,1935,1986,235000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1831,1796.0,4.0,1387,543,0.0,807,1995.0,3627,35760,118.0,1378.0,76,5,10,1930,0.0,1995,1996,625000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1118,0.0,3.0,522,574,0.0,358,1977.0,1118,9880,76.0,0.0,0,6,6,1096,0.0,1977,1977,171000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1261,0.0,3.0,662,599,0.0,433,1958.0,1261,9120,76.0,0.0,0,6,6,1261,0.0,1958,1958,163000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
625,625.0,2.0,0,625,0.0,625,2006.0,1250,4017,35.0,0.0,54,5,7,625,0.0,2006,2007,171900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1170,1175.0,4.0,503,449,0.0,360,1932.0,2345,16560,80.0,0.0,0,8,6,952,0.0,1932,1950,239000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2129,743.0,4.0,700,983,0.0,541,1992.0,2872,10678,85.0,337.0,33,5,8,1683,0.0,1992,2000,285000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
923,0.0,3.0,658,218,0.0,264,1984.0,923,6951,37.0,0.0,0,5,5,876,0.0,1984,1985,119500,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
818,406.0,3.0,468,350,0.0,210,1926.0,1224,3950,70.6832298136646,0.0,0,8,6,818,0.0,1926,2004,115000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
820,523.0,3.0,0,731,0.0,186,1921.0,1343,7681,54.0,0.0,0,6,5,731,0.0,1921,1950,154900,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1298,1216.0,4.0,1216,0,0.0,693,1990.0,2514,11170,70.6832298136646,0.0,0,5,7,1216,0.0,1990,1991,250000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1652,0.0,2.0,1480,120,0.0,482,2008.0,1652,5587,64.0,186.0,53,5,8,1600,162.0,2008,2008,392500,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2411,2065.0,4.0,2096,300,0.0,813,1996.0,4476,15623,160.0,0.0,78,5,10,2396,0.0,1996,1996,745000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1130,354.7066974595843,2.0,821,299,0.0,720,1970.0,1130,10800,60.0,0.0,0,6,5,1120,0.0,1920,1950,120000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1572,0.0,3.0,1159,413,0.0,995,1963.0,1572,35133,50.0,226.0,263,4,5,1572,0.0,1963,1963,186700,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
949,272.0,4.0,392,392,0.0,392,1965.0,1221,9738,60.0,0.0,0,7,5,784,0.0,1924,1950,104900,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1014,685.0,3.0,440,538,0.0,420,1920.0,1699,10615,107.0,0.0,74,5,3,978,0.0,1900,1970,95000,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1624,0.0,2.0,1456,168,0.0,757,1994.0,1624,12461,89.0,0.0,114,5,8,1624,0.0,1994,1995,262000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
831,829.0,3.0,0,831,0.0,493,2002.0,1660,8935,68.0,95.0,68,5,7,831,0.0,2002,2002,195000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1028,776.0,3.0,0,994,0.0,442,1999.0,1804,7500,60.0,0.0,60,5,7,994,0.0,1999,1999,189000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1622,0.0,3.0,1159,90,0.0,1356,1975.0,1622,32463,70.6832298136646,149.0,0,4,4,1249,0.0,1961,1975,168000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
764,677.0,2.0,0,776,0.0,492,1999.0,1441,2645,24.0,456.0,0,5,8,776,206.0,1999,2000,174000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
842,630.0,3.0,0,702,0.0,250,1925.0,1472,9600,60.0,0.0,0,8,5,702,0.0,1925,1994,125000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1224,0.0,2.0,883,341,0.0,402,1999.0,1224,4500,70.6832298136646,425.0,304,5,6,1224,0.0,1999,1999,165000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
663,689.0,4.0,371,292,0.0,299,1969.0,1352,9364,80.0,143.0,36,7,6,663,0.0,1969,1969,158000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
728,728.0,2.866718628215121,0,728,0.0,400,2005.0,1456,8029,51.0,0.0,24,5,6,728,100.0,2005,2005,176000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
879,984.0,4.0,0,879,0.0,660,2006.0,1863,14054,58.0,0.0,17,5,7,879,0.0,2006,2006,219210,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
815,875.0,3.0,0,815,0.0,225,1916.0,1690,8850,65.0,0.0,0,6,7,815,0.0,1916,1950,144000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1212,0.0,3.0,0,1212,0.0,573,2001.0,1212,9100,70.0,0.0,0,5,7,1212,0.0,2001,2001,178000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1382,0.0,3.0,547,504,0.0,459,1974.0,1382,11235,75.0,51.0,82,5,4,1051,0.0,1963,1979,148000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
864,0.0,3.0,0,864,0.0,280,1972.0,864,9353,71.0,0.0,0,5,4,864,0.0,1970,1970,116050,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
866,913.0,2.866718628215121,0,866,0.0,546,1998.0,1779,10400,80.0,0.0,36,5,7,866,0.0,1998,1998,197900,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
884,464.0,3.0,0,884,0.0,216,1960.0,1348,6000,50.0,0.0,0,8,5,884,0.0,1925,1997,117000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1630,0.0,3.0,0,1630,0.0,451,2000.0,1630,9750,75.0,171.0,234,5,7,1630,0.0,2000,2001,213000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1074,0.0,3.0,788,268,0.0,495,1975.0,1074,10140,78.0,0.0,88,6,5,1056,0.0,1975,1975,153500,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2196,0.0,2.866718628215121,485,1496,0.0,701,1990.0,2196,14684,90.0,234.0,70,7,7,2158,84.0,1990,1991,271900,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1056,0.0,2.866718628215121,1056,0,0.0,384,1966.0,1056,8900,70.6832298136646,0.0,42,4,4,1056,0.0,1966,1966,107000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1700,0.0,3.0,340,1342,0.0,544,2003.0,1700,9135,70.0,120.0,23,5,6,1682,0.0,2003,2003,200000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1283,0.0,3.0,504,319,0.0,506,1980.0,1283,7763,70.0,0.0,0,7,5,931,0.0,1962,1980,140000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1660,0.0,3.0,1220,440,0.0,500,2006.0,1660,10182,85.0,420.0,50,5,8,1660,0.0,2006,2006,290000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1055,790.0,2.866718628215121,0,1055,0.0,462,1992.0,1845,11218,70.0,0.0,104,5,6,1055,0.0,1992,1992,189000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1080,672.0,4.0,427,132,0.0,492,1988.0,1752,12134,152.0,0.0,12,7,8,559,0.0,1988,2005,164000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
672,0.0,2.0,344,328,0.0,234,1941.0,672,9340,50.0,0.0,113,6,4,672,0.0,1941,1950,113000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
960,0.0,0.0,648,0,0.0,364,1965.0,960,10246,70.6832298136646,0.0,0,9,4,648,0.0,1965,2001,145000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
999,0.0,3.0,784,141,0.0,300,1962.0,999,10205,69.0,0.0,72,5,5,925,0.0,1962,1962,134500,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
894,0.0,3.0,180,340,0.0,384,1966.0,894,7094,99.0,0.0,0,5,5,894,0.0,1966,1966,125000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1318,584.0,4.0,0,0,0.0,539,1978.0,1902,8930,68.0,0.0,0,5,6,0,0.0,1978,1978,112000,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1314,0.0,3.0,936,364,0.0,552,2009.0,1314,8640,72.0,72.0,112,5,8,1300,0.0,2009,2009,229456,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
912,0.0,2.0,312,0,0.0,288,1964.0,912,7800,66.0,0.0,0,5,5,912,0.0,1964,1964,115000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1211,0.0,3.0,250,210,0.0,322,1968.0,1211,8250,55.0,0.0,63,5,5,952,0.0,1968,1968,134000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1168,678.0,3.0,196,844,0.0,315,1949.0,1846,10496,78.0,320.0,0,6,6,1040,0.0,1949,1950,143000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2136,0.0,4.0,756,1380,0.0,528,1951.0,2136,10680,89.0,44.0,30,3,5,2136,0.0,1951,1951,137900,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
788,702.0,3.0,724,64,0.0,388,2004.0,1490,15384,60.0,0.0,75,5,7,788,0.0,2004,2005,184000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1138,0.0,3.0,507,81,0.0,264,1958.0,1138,10482,65.0,63.0,0,8,6,588,0.0,1958,1958,145000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
894,1039.0,4.0,0,894,0.0,668,2007.0,1933,14598,86.0,74.0,18,5,6,894,0.0,2007,2007,214000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
912,0.0,2.0,595,317,0.0,576,1992.0,912,8872,72.0,300.0,240,8,5,912,0.0,1965,2008,147000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1702,0.0,1.0,1540,162,0.0,1052,2008.0,1702,8769,65.0,766.0,72,5,9,1702,0.0,2008,2008,367294,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1507,0.0,4.0,666,409,0.0,404,1960.0,1507,7910,70.0,0.0,0,5,5,1075,0.0,1960,1960,127000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1361,1259.0,4.0,498,652,145.0,600,1977.0,2620,18890,70.6832298136646,1.0,24,5,5,1361,0.0,1977,1977,190000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1190,0.0,3.0,803,303,0.0,540,1962.0,1190,7728,70.0,120.0,18,6,5,1106,0.0,1962,1962,132500,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1224,0.0,2.0,0,0,0.0,462,1962.0,1224,9842,70.0,0.0,0,5,4,0,0.0,1962,1962,101800,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1188,354.7066974595843,3.0,1000,188,0.0,531,1959.0,1188,12160,70.6832298136646,180.0,0,5,5,1188,0.0,1959,1959,142000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
892,892.0,4.0,0,747,0.0,180,1914.0,1784,13132,96.0,0.0,40,5,5,747,0.0,1914,1950,138887,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
764,862.0,2.0,0,764,0.0,474,2003.0,1626,2628,36.0,106.0,27,5,7,764,0.0,2003,2003,175500,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
847,1101.0,2.866718628215121,0,847,0.0,434,2004.0,1948,12393,41.0,0.0,48,5,7,847,0.0,2004,2005,195000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
